Name,Mana Cost,Mana Value,Rarity,Set Code,Type,Image URL
Cemetery Protector,{2}{W}{W},4.0,mythic,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/a/8aa2f823-d66d-42b0-ab3c-180b9a927cb1.jpg?1635606771
Cemetery Prowler,{1}{G}{G},3.0,mythic,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/7352dcf9-fcdf-45c2-a581-87c5ec965618.jpg?1635793644
Ceremonial Knife,{1},1.0,common,vow,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/c/9ccb4b1e-ef8f-4c5f-8b5b-6148455442f7.jpg?1643594637
"Chandra, Dressed to Kill",{1}{R}{R},3.0,mythic,vow,Legendary Planeswalker — Chandra,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/8/681f7c73-92c6-47ba-af56-3ff032ac12da.jpg?1643596175
Change of Fortune,{3}{R},4.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/1/31e09ecd-a8fc-45a6-a997-49b0fc5c88b9.jpg?1635454396
Child of the Pack,{2}{R}{G},4.0,uncommon,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb168e3c-2c78-4e70-a39b-06aa6a47998c.jpg?1643593935
Chill of the Grave,{2}{U},3.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/0/60222e91-a688-4113-a8c2-ab08f52bb6e1.jpg?1643587605
Circle of Confinement,{1}{W},2.0,uncommon,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/3/13031fb6-9d5a-4add-9a86-28b2a9373fd2.jpg?1643585961
Cloaked Cadet,{4}{G},5.0,uncommon,vow,Creature — Human Ranger,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/06d86c79-d2c7-4900-9474-4d4bc4c74d44.jpg?1643592437
Cobbled Lancer,{U},1.0,uncommon,vow,Creature — Zombie Horse,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4a2d3ba4-07c7-46bd-8241-0fa41105b771.jpg?1643587628
Concealing Curtains,{B},1.0,rare,vow,Creature — Wall // Creature — Eye Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/5/25f96283-0dab-49d3-a1b1-d77d07c172ae.jpg?1636755873
Consuming Tide,{2}{U}{U},4.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/8/5865f0f1-28a6-49ac-b61e-135845075d1f.jpg?1643587654
Courier Bat,{2}{B},3.0,common,vow,Creature — Bat,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d9a8dc7-1ee9-4731-bd72-3d02f4e7c6c4.jpg?1643589385
Cradle of Safety,{1}{U},2.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/2/42cbad81-152a-435f-9289-f4b6483a059b.jpg?1643587680
Crawling Infestation,{2}{G},3.0,uncommon,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0ab55dae-5393-4356-9f81-66d6ea5d23c0.jpg?1643592465
Creepy Puppeteer,{3}{R},4.0,rare,vow,Creature — Human Rogue,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0bd17b9f-fd93-47d4-9cc4-cd333d0004f5.jpg?1643591028
Cruel Witness,{2}{U}{U},4.0,common,vow,Creature — Bird Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/b/5bf2c686-efb0-46c7-b34e-c77987914b96.jpg?1643587709
Crushing Canopy,{2}{G},3.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/a/eae67d98-5167-442b-8586-0b2bcb0c56eb.jpg?1643592488
Cultivator Colossus,{4}{G}{G}{G},7.0,mythic,vow,Creature — Plant Beast,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/2/62dffe04-c431-440d-a8da-33c74b4bb683.jpg?1643592511
Curse of Hospitality,{2}{R},3.0,rare,vow,Enchantment — Aura Curse,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/5/45bcb839-4cff-4349-9892-0c76ae81929c.jpg?1643591074
Dawnhart Disciple,{1}{G},2.0,common,vow,Creature — Human Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c4bb669c-155e-4002-ba55-7e901760c0e8.jpg?1643592534
Dawnhart Geist,{1}{W},2.0,uncommon,vow,Creature — Spirit Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1d27617-2d3d-44a1-b93f-0694253b6774.jpg?1643585990
Daybreak Combatants,{2}{R},3.0,common,vow,Creature — Human Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/6/8697a861-0f67-4ed3-bed8-f264fc78565e.jpg?1643591098
Deathcap Glade,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/619474c0-2978-4152-9943-292707d99fb3.jpg?1643597420
Demonic Bargain,{2}{B},3.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80c3741e-cf04-4aa2-a6a9-ce19f043b22c.jpg?1643589414
Desperate Farmer,{2}{B},3.0,common,vow,Creature — Human Peasant // Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/6/467c566e-7f6a-40c9-8fd7-da6ae96df56c.jpg?1643589472
Dig Up,{G},1.0,rare,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/078d0194-0137-45cd-977a-eefae67f9bca.jpg?1635452137
Diregraf Scavenger,{3}{B},4.0,common,vow,Creature — Zombie Bear,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f72eb127-3f4c-42ed-8ba6-b6d83ea18545.jpg?1643589502
Distracting Geist,{2}{W},3.0,uncommon,vow,Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/7/a7fc0939-6286-44de-a727-c83bfd3fa752.jpg?1643586051
Diver Skaab,{3}{U}{U},5.0,uncommon,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/8/38b5fdf4-3884-436f-8066-bc7593e72b02.jpg?1643587735
Dollhouse of Horrors,{5},5.0,rare,vow,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/396abc9e-a738-430d-85cc-448ace2548f9.jpg?1643594665
Dominating Vampire,{1}{R}{R},3.0,rare,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/213112df-439b-454e-ade4-90e4176411c5.jpg?1635453608
Doomed Dissenter,{1}{B},2.0,common,vow,Creature — Human,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/7/f7c0cf16-81ea-45e3-99cc-4424d59bb44b.jpg?1643589534
Dormant Grove,{3}{G},4.0,uncommon,vow,Enchantment // Creature — Treefolk,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e7d3012e-1798-4f72-8d9a-b2d16f817502.jpg?1643592604
"Dorothea, Vengeful Victim",{W}{U},2.0,rare,vow,Legendary Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c927707-abb5-4a9d-ac53-25df182d6e9b.jpg?1643594012
Dread Fugue,{B},1.0,uncommon,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0ad4c472-b8ce-4ae0-a6f0-726ea74722c5.jpg?1643589562
Dreadfeast Demon,{5}{B}{B},7.0,rare,vow,Creature — Demon,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/269199ea-2106-4299-ade0-10cce1320434.jpg?1643589589
Dreadlight Monstrosity,{4}{U}{U},6.0,common,vow,Creature — Crab Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/16345278-7565-406b-a958-835081082bc8.jpg?1643587766
Dreamroot Cascade,,0.0,rare,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/9/2997c3b1-0255-41be-9189-03da53838f63.jpg?1643597448
Dreamshackle Geist,{1}{U}{U},3.0,rare,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1b81d90b-708a-48c9-a478-e3b0a3d7e982.jpg?1643587791
Drogskol Infantry,{1}{W},2.0,common,vow,Creature — Spirit Soldier // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/8/f88e269e-ff3d-4775-8520-5b7a6dddf23d.jpg?1643586120
Dying to Serve,{2}{B},3.0,rare,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/2/c2ea16cd-801e-478a-b924-5431582b70d1.jpg?1643589617
Edgar's Awakening,{3}{B}{B},5.0,uncommon,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/96ff9de6-f9ae-4b1c-9fd1-4ba9663922af.jpg?1643589644
"Edgar, Charmed Groom",{2}{W}{B},4.0,rare,vow,Legendary Creature — Vampire Noble // Legendary Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/10732397-68eb-4f1d-a2e6-10479f66805f.jpg?1636756156
End the Festivities,{R},1.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/e/bec748e6-7245-4a71-aeee-cefed8346948.jpg?1643591154
"Eruth, Tormented Prophet",{1}{U}{R},3.0,rare,vow,Legendary Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5ecbb622-f33b-4192-9b42-8872b35cc409.jpg?1636069555
Estwald Shieldbasher,{3}{W},4.0,common,vow,Creature — Human Soldier,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/1/61c7d889-8cc0-4e80-b6d5-d41961820224.jpg?1643586147
Evolving Wilds,,0.0,common,vow,Land,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/8/e80fe230-745d-42ae-a1f5-a8cc950783d0.jpg?1643594919
Faithbound Judge,{1}{W}{W},3.0,mythic,vow,Creature — Spirit Soldier // Enchantment — Aura Curse,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/2699d2a8-8f17-42d2-9eb2-8c1ab8dda6c4.jpg?1636494370
Falkenrath Celebrants,{4}{R},5.0,common,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/c/4c3c5778-4760-4a8c-8d8d-693e29a0a74b.jpg?1643591201
Falkenrath Forebear,{2}{B},3.0,rare,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/5/451559d0-b62d-4757-8eb5-f6b0e240899c.jpg?1643589670
Fear of Death,{1}{U},2.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b81704d2-d555-4894-b36c-6b65d1ebe681.jpg?1643587816
Fearful Villager,{2}{R},3.0,common,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/e/5eb3a08e-1d31-4ab9-854f-a86b060696ec.jpg?1643591259
Fell Stinger,{2}{B},3.0,uncommon,vow,Creature — Zombie Scorpion,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/7/27347849-6c07-42c0-bee4-74f93d7ad511.jpg?1643589698
Fierce Retribution,{1}{W},2.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/9597b163-5c6b-4f64-b1f1-5f1fa2e23e5d.jpg?1643586258
Flame-Blessed Bolt,{R},1.0,common,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/1/b1771a8f-7bea-4bb0-9949-566ee6613b93.jpg?1643591339
Fleeting Spirit,{1}{W},2.0,uncommon,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/b/db9d80f7-9742-4437-a9f4-6717a678f935.jpg?1643586284
Flourishing Hunter,{4}{G}{G},6.0,common,vow,Creature — Wolf Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/a/2abc54df-773d-4f46-b241-e1f42af8ab95.jpg?1643592635
Foreboding Statue,{3},3.0,uncommon,vow,Artifact Creature — Construct // Artifact Creature — Construct,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/2/a27b9d82-f613-4789-9e8b-f37db5597027.jpg?1643594736
Forest,,0.0,common,vow,Basic Land — Forest,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7ae6380e-b1b6-4a5a-a8d9-7cdf8eab3557.jpg?1635451745
Frenzied Devils,{4}{R},5.0,uncommon,vow,Creature — Devil,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b7912206-6de3-4085-b5f6-a2e90ea55b90.jpg?1643591365
Geistlight Snare,{2}{U},3.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/a/5a081700-a29a-40ff-a198-00d32f0ea11d.jpg?1637823195
"Geralf, Visionary Stitcher",{2}{U},3.0,rare,vow,Legendary Creature — Human Wizard,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/53c5d474-5620-4c5f-95a4-8a128825df83.jpg?1636782932
Gift of Fangs,{B},1.0,common,vow,Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a864375f-99c3-4c68-9440-bc25ff6d0dc0.jpg?1643589732
Glorious Sunrise,{3}{G}{G},5.0,rare,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/5/952bd18f-29f0-422e-a28e-4fc7ce21b9c9.jpg?1635863175
Gluttonous Guest,{2}{B},3.0,common,vow,Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/8/18c07288-1c71-4e71-bdf5-910eb583a1d8.jpg?1643589761
Graf Reaver,{1}{B},2.0,rare,vow,Creature — Zombie Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0bb2103b-3462-4439-a1e1-243a15c5f318.jpg?1643589790
Grisly Ritual,{5}{B},6.0,common,vow,Sorcery,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/53cdf2ab-3acd-49bd-8273-84c1cfc92883.jpg?1643589817
"Grolnok, the Omnivore",{2}{G}{U},4.0,rare,vow,Legendary Creature — Frog,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/b/0b51e8d9-a837-4b53-8943-220c0e1d4c3c.jpg?1636019436
Groom's Finery,{1}{B},2.0,uncommon,vow,Artifact — Equipment,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/3/43bc65cf-4444-4db3-9bb3-a7d91e560470.jpg?1643589843
Gryff Rider,{2}{W},3.0,common,vow,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/3/5317077b-370e-41a9-9162-c713362fd7f4.jpg?1643586321
Gryffwing Cavalry,{3}{W},4.0,uncommon,vow,Creature — Human Knight,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/9/792d5b41-27f3-455b-890e-a1771944fc7d.jpg?1643586355
Gutter Skulker,{3}{U},4.0,uncommon,vow,Creature — Spirit // Enchantment — Aura,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/e/ceb84515-7b8f-444d-b6a9-61231621f9b7.jpg?1643587934
"Halana and Alena, Partners",{2}{R}{G},4.0,rare,vow,Legendary Creature — Human Ranger,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/0/608fa232-f5fe-4c58-9efe-fb780f454b19.jpg?1643594145
Hallowed Haunting,{2}{W}{W},4.0,mythic,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/7/674c0a50-9c37-4c29-84d8-eb3e34f34d37.jpg?1643586385
Hamlet Vanguard,{2}{G},3.0,rare,vow,Creature — Human Warrior,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/99bf4689-53a6-434d-9795-97f9c3777fac.jpg?1635793702
Headless Rider,{2}{B},3.0,rare,vow,Creature — Zombie,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/544d7162-b78f-4a70-86e7-83cec7062039.jpg?1635861496
Henrika Domnathi,{2}{B}{B},4.0,mythic,vow,Legendary Creature — Vampire // Legendary Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/4/4457ff96-a65d-4e9f-bb99-ac5226446263.jpg?1636756865
Hero's Downfall,{1}{B}{B},3.0,uncommon,vow,Instant,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/1/c1b0751e-3a7e-4568-8c64-7429d6829687.jpg?1643589948
Heron of Hope,{3}{W},4.0,common,vow,Creature — Bird,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/a/fa7e6933-5c64-4fcd-bb7f-740767a149cb.jpg?1643586410
Heron-Blessed Geist,{4}{W},5.0,common,vow,Creature — Spirit,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/3/83bacf4a-4e99-4008-97e4-3a82dddd4e45.jpg?1643586437
Hiveheart Shaman,{3}{G},4.0,rare,vow,Creature — Human Shaman,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/c/2c150b7b-5a78-4f84-bff7-d5000e266a55.jpg?1636143905
Honeymoon Hearse,{2}{R},3.0,uncommon,vow,Artifact — Vehicle,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/4/04e491a1-b195-45bb-bf06-345eaee30b81.jpg?1643591398
Honored Heirloom,{3},3.0,common,vow,Artifact,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/3/d3390e4d-9137-40ff-b998-bdb19c90b7d5.jpg?1643594759
Hookhand Mariner,{3}{G},4.0,common,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/4/54a4b031-0919-44aa-a35e-68da7a27235a.jpg?1643592840
Hopeful Initiate,{W},1.0,rare,vow,Creature — Human Warlock,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/169b4aa8-9597-4b57-a957-abee147fdde4.jpg?1636119009
Howling Moon,{2}{G},3.0,rare,vow,Enchantment,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/4/c4c9612e-3acd-4eb7-b34c-c300084625d4.jpg?1636042253
Howlpack Piper,{3}{G},4.0,rare,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/5/c598c30a-056e-44ca-8469-73304763491c.jpg?1636756951
Hullbreaker Horror,{5}{U}{U},7.0,rare,vow,Creature — Kraken Horror,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2e073047-fba8-41bd-b260-1eefb084fc80.jpg?1636038984
Hungry Ridgewolf,{1}{R},2.0,common,vow,Creature — Wolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/804e0e1d-9c9c-46e6-8533-88e18a91ceff.jpg?1643591422
Ill-Tempered Loner,{2}{R}{R},4.0,rare,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/a/4a1ce3cd-380a-4ecc-b837-7ffeaccd5c91.jpg?1636756989
Infestation Expert,{4}{G},5.0,uncommon,vow,Creature — Human Werewolf // Creature — Werewolf,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/9/0936761c-7cdc-49ef-8a0d-ed79219f1056.jpg?1643592979
Innocent Traveler,{2}{B}{B},4.0,uncommon,vow,Creature — Human // Creature — Vampire,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/3/13a5e5fd-a67a-4c0e-97ae-923bdbc1be20.jpg?1643590003
